lat,lon,bhk,rate per sqft,area per sqft,price,property name,location,nearby school,nearby hospital,nearby bank,nearby public transport,nearby railway station,price source,matched map name,matched from,match method,property type
23.1143235,72.5587865,3,4545,1760,0.8,saanvi nirman stellar,saanvi nirman stellar,H3 World School (1.51 km),Dr Yashvant Chhatbar (1.39 km),Kalupur Cooperative Commercial BANK (2.16 km),Chandkheda Bus Depo (2.50 km),Chandkheda Road (0.68 km),original,The Noble Consultancy-2 BHK | 3 BHK | 4 BHK | Office | Shop premium property,the property,fuzzy_name,flat
23.0244466,72.5589826,4,8181,2200,1.8,swati premier,swati premier,GLS Institute of Commerce & NR School of business management (0.15 km),Cure Sight Laser Centre (0.49 km),Kotak Mahindra Bank (0.97 km),Paldi (0.74 km),Ahmedabad Junction (4.31 km),original,Swati Snacks,swati premier,fuzzy_name,flat
23.0716125,72.6367479,3,7287,2470,1.8,aarohi avinya,aarohi avinya,St.Xavier's High School (1.57 km),"Siddhi Hospital, Ahmedabad (0.80 km)",Indusind Bank ATM (1.40 km),Bus to Udaipur (0.95 km),Sardargram (0.58 km),original,Bunglow area -Kubernagar,this area,fuzzy_name,flat
23.0215374,72.5800568,4,4142,3621,1.5,"shaligram elevate , ognaj , ahmedabad","shaligram elevate , ognaj , ahmedabad",Balghar (0.93 km),Karnavati Hospital Pvt. Ltd. (0.77 km),"The State Bank of India, Ahmedabad Office (0.34 km)",Lal Darwaja AMTS Bus Stop (0.33 km),Ahmedabad Junction (2.21 km),original,Ahmedabad,ahmedabad is your opportunity to be a part of this community,fuzzy_name,flat
23.2145657,72.6856816,3,4882,1700,0.83,samanvay scintilla,samanvay scintilla,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 6th floor,fuzzy_name,flat
23.0227526,72.5383118,3,7216,2425,1.75,aarohi avinya,aarohi avinya,Sahajanand College (0.60 km),Jyoti Maternity Hospital (0.07 km),SBI (1.36 km),Bimanagar / Jhansi Ki Rani (0.21 km),Vastrapur (2.70 km),original,Satellite Road,satellite,fuzzy_name,flat
23.0227526,72.5383118,4,7789,3800,2.96,shafalya the verity,shafalya the verity,Sahajanand College (0.60 km),Jyoti Maternity Hospital (0.07 km),SBI (1.36 km),Bimanagar / Jhansi Ki Rani (0.21 km),Vastrapur (2.70 km),original,Satellite Road,satellite,fuzzy_name,flat
22.996342,72.5043085,4,7017,4275,3.0,goyal riviera prestige,goyal riviera prestige,Driving License Test Practice Area (1.03 km),Mamata Hospital (1.43 km),Yes Bank (1.95 km),Kadambari Society (2.94 km),Sarkhej (1.73 km),original,Makarba,makarba is available for sale in one of,fuzzy_name,flat
23.1429051,72.5392248,3,5449,1413,0.77,orchid pride,orchid pride,NIM Auditorium (1.73 km),KD Blossom (0.86 km),Kalupur Cooperative Commercial BANK (1.70 km),Chandkheda Bus Depo (5.46 km),Khodiyar Junction (1.72 km),original,Pride Heritage Villas,orchid pride,fuzzy_name,flat
23.0445921,72.517344,4,12333,4500,5.55,times 104,times 104,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0015561,72.5132033,4,12963,5400,7.0,sanidhya bungalow,sanidhya bungalow,Kameshwar College Of Education (1.10 km),Shreyas Speciality Hospital (0.45 km),Yes Bank (1.16 km),Kadambari Society (1.89 km),Vastrapur (0.83 km),original,Sanidhya Green,sanidhya bungalow,fuzzy_name,house
23.0470512,72.5498248,3,4571,1750,0.8,shiv mahadev lavish,shiv mahadev lavish,"St. Xavier's High School, Loyola Hall (0.12 km)","Jaydeep Hospital, Ahmedabad (0.09 km)",Kalupur Commercial Co-operative Bank (0.28 km),Gujarat University Station (0.69 km),Chandlodiya (3.18 km),original,"Karnvanath Mahadev, Shiv Temple",shiv mahadev lavish,fuzzy_name,flat
23.0232163,72.4708784,3,7395,1555,1.15,shaligram prime,shaligram prime,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal is available for sale in one of,fuzzy_name,flat
23.0295113,72.4506006,3,4235,1700,0.72,shri sp nirvana,shri sp nirvana,"DPS - Delhi Public School, Bopal (1.55 km)",Life Care Hospital (0.97 km),ATM HDFC Bank (0.80 km),AMTS Ghuma Bus terminal (0.12 km),Gora Ghuma (1.03 km),original,Ghuma,ghuma,exact_name,flat
23.0329263,72.4259729,3,6241,2163,1.35,olive greens,olive greens,Sanskardham Primary School (0.29 km),College of Dental Sciences and Research Hospital (1.01 km),ATM HDFC Bank (3.28 km),Ghuma BRTS terminal (2.30 km),Gora Ghuma (2.71 km),original,Manipur Greens,olive greens,fuzzy_name,flat
23.0567133,72.5508575,3,6500,2250,1.46,deep indraprasth saptak,deep indraprasth saptak,"St. Xavier's School, Loyola Hall, Navrangpura (0.92 km)",Chikhalkar Hospital and Iccu (0.16 km),canera bank (0.76 km),Sola cross road BRTS stand (0.60 km),Chandlodiya (2.17 km),original,Naranpura,naranpura,exact_name,flat
23.0501392,71.9787097,4,14313,2550,3.65,samor the gold,samor the gold,Apple Global School (45.48 km),"Sanjivani Hospital, Viramgam (10.75 km)",ATM HDFC Bank (49.09 km),Viramgam (11.32 km),Khareshwar Road (1.63 km),original,Hebatpur,the popular residential address of hebatpur,fuzzy_name,flat
23.0485393,72.511742,4,13998,2286,3.2,eminence 96,eminence 96,Udgam School for Children (0.78 km),Apex Heart Institute (0.38 km),Indian Bank (1.80 km),Thaltej (0.46 km),Ambli Road (1.96 km),original,Thaltej,thaltej,exact_name,flat
23.0501392,71.9787097,4,14509,2550,3.7,samor the gold,samor the gold,Apple Global School (45.48 km),"Sanjivani Hospital, Viramgam (10.75 km)",ATM HDFC Bank (49.09 km),Viramgam (11.32 km),Khareshwar Road (1.63 km),original,Hebatpur,hebatpur,exact_name,flat
23.1153559,72.5366513,4,12173,2300,2.8,harmony harikes,harmony harikes,Nirma Vidhya Vihar (1.48 km),Nirma Health Centre (1.46 km),Kalupur Cooperative Commercial BANK (1.61 km),Chandlodiya (3.71 km),Chandkheda Road (2.83 km),original,SG Highway,the popular residential address of sg highway,fuzzy_name,flat
23.217789,72.667326,3,7936,2268,1.8,virat elegance,virat elegance,Mount Carmel High School (1.05 km),Aatrey Ayurvedic Clinic (1.32 km),IndusInd Bank (1.87 km),Akshardham (0.73 km),Gandhinagar Capital (4.23 km),original,Play Area and Open Gym,one of the prime and peaceful locations of science area of,fuzzy_name,flat
23.0107147,72.4429208,3,6199,2634,1.63,safal riviera springs,safal riviera springs,Sanskardham School Hostel (2.55 km),Krishna Shalby Hospital (1.48 km),ATM HDFC Bank (2.80 km),Ghuma BRTS terminal (2.32 km),Gora Ghuma (3.24 km),original,Shela Lake,shela,fuzzy_name,flat
22.996342,72.5043085,4,5000,3611,1.81,goyal riviera prestige,goyal riviera prestige,Driving License Test Practice Area (1.03 km),Mamata Hospital (1.43 km),Yes Bank (1.95 km),Kadambari Society (2.94 km),Sarkhej (1.73 km),original,Makarba,makarba,exact_name,flat
23.0366663,72.5492165,4,6664,3151,2.1,swati parkside,swati parkside,School of Languages (0.11 km),Arpan Newborncare Centre (0.53 km),Kalupur Commercial Co-operative Bank (1.00 km),LD Engineering College (0.20 km),Chandlodiya (4.31 km),original,Vikram A. Sarabhai Community Science Centre,shela is your opportunity to be a part of this community,fuzzy_name,flat
22.9945745,72.467571,3,5597,1876,1.05,orchid harmony,orchid harmony,Anand Niketan School Sarkhej (1.63 km),Sahyog General Hospital and Nursing Home (1.02 km),Union Bank of India (2.55 km),South Bopal BRTS Terminal (2.40 km),Sanathal (3.35 km),original,Orchid Harmony,orchid harmony,exact_name,flat
23.0012666,72.5877721,4,6200,3191,1.98,safal riviera aspire,safal riviera aspire,School (1.26 km),Safal Children Hospital (0.00 km),Bank of Baroda (0.61 km),Amarkunj /Swaminarayan College (0.08 km),Maninagar (2.44 km),original,Safal Children Hospital,safal riviera aspire,fuzzy_name,flat
23.0227526,72.5383118,3,7666,2400,1.84,aarohi avinya,aarohi avinya,Sahajanand College (0.60 km),Jyoti Maternity Hospital (0.07 km),SBI (1.36 km),Bimanagar / Jhansi Ki Rani (0.21 km),Vastrapur (2.70 km),original,Satellite Road,satellite,fuzzy_name,flat
23.0232163,72.4708784,3,75000,300,2.25,sahara samatva bunglow,sahara samatva bunglow,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal,fuzzy_name,house
23.2145657,72.6856816,4,6053,4130,2.5,riviera majestica,riviera majestica,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 19th floor,fuzzy_name,flat
22.9821021,72.4975186,4,5704,3611,2.06,galaxy riviera prestige,galaxy riviera prestige,Anand Niketan School Sarkhej (1.74 km),Mamata Hospital (0.30 km),Yes Bank (3.68 km),Kadambari Society (4.35 km),Sarkhej (0.00 km),original,Sarkhej,sarkhej,exact_name,flat
22.983483,72.5007203,3,5833,2400,1.4,galaxy riviera prestige,galaxy riviera prestige,Anand Niketan School Sarkhej (1.98 km),Mamata Hospital (0.22 km),Yes Bank (3.41 km),Kadambari Society (3.99 km),Sarkhej (0.36 km),original,Sarkhej,sarkhej is available for sale in one of,fuzzy_name,flat
23.1429051,72.5392248,4,106451,310,3.3,vraj poonam pride,vraj poonam pride,NIM Auditorium (1.73 km),KD Blossom (0.86 km),Kalupur Cooperative Commercial BANK (1.70 km),Chandkheda Bus Depo (5.46 km),Khodiyar Junction (1.72 km),original,Pride Heritage Villas,vraj poonam pride,fuzzy_name,house
23.0107147,72.4429208,4,141176,425,6.0,arcus ville,arcus ville,Sanskardham School Hostel (2.55 km),Krishna Shalby Hospital (1.48 km),ATM HDFC Bank (2.80 km),Ghuma BRTS terminal (2.32 km),Gora Ghuma (3.24 km),original,Shela Lake,shela,fuzzy_name,house
23.1153559,72.5366513,4,11428,3500,4.0,savvy serene,savvy serene,Nirma Vidhya Vihar (1.48 km),Nirma Health Centre (1.46 km),Kalupur Cooperative Commercial BANK (1.61 km),Chandlodiya (3.71 km),Chandkheda Road (2.83 km),original,SG Highway,sg highway,exact_name,flat
23.0232163,72.4708784,4,7187,3200,2.3,gala marvella,gala marvella,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal is available for sale in one of,fuzzy_name,flat
23.0232163,72.4708784,3,6450,2310,1.49,saanvi nirman spectra,saanvi nirman spectra,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal,fuzzy_name,flat
23.0000258,72.5051405,4,9636,2750,2.65,riviera blues,riviera blues,Driving License Test Practice Area (0.65 km),Shreyas Speciality Hospital (1.29 km),Yes Bank (1.55 km),Kadambari Society (2.74 km),Vastrapur (1.53 km),original,Prahlad Nagar,the popular residential address of prahlad nagar,fuzzy_name,flat
23.0107147,72.4429208,3,11182,1464,1.64,safal riviera aspire,safal riviera aspire,Sanskardham School Hostel (2.55 km),Krishna Shalby Hospital (1.48 km),ATM HDFC Bank (2.80 km),Ghuma BRTS terminal (2.32 km),Gora Ghuma (3.24 km),original,Shela Lake,shela,fuzzy_name,flat
23.1540561,72.5198463,3,9327,17154,16.0,"jaspur, ahmedabad, ahmedabad north","jaspur, ahmedabad, ahmedabad north",NIM Auditorium (3.90 km),KD Blossom (3.03 km),Kalupur Cooperative Commercial BANK (3.79 km),Chandkheda Bus Depo (7.79 km),Khodiyar Junction (2.92 km),original,Jaspur,jaspur,exact_name,house
23.0485393,72.511742,4,10315,3393,3.5,setu copper stone,setu copper stone,Udgam School for Children (0.78 km),Apex Heart Institute (0.38 km),Indian Bank (1.80 km),Thaltej (0.46 km),Ambli Road (1.96 km),original,Thaltej,thaltej area,fuzzy_name,flat
23.2478221,72.4852775,4,15513,5157,8.0,malay villa,malay villa,Carevan school (0.74 km),nure mohmad General hospital (0.65 km),Dena Bank (1.10 km),Kalol -Ambica bus stop (1.13 km),Kalol Junction (1.90 km),original,Umiya villa,malay villa,fuzzy_name,house
23.0485393,72.511742,4,18457,2709,5.0,shangrila 1,shangrila 1,Udgam School for Children (0.78 km),Apex Heart Institute (0.38 km),Indian Bank (1.80 km),Thaltej (0.46 km),Ambli Road (1.96 km),original,Thaltej,thaltej area,fuzzy_name,house
22.99061,72.6367664,4,15003,4419,6.63,mandar bungalows,mandar bungalows,Jay Somnath High School (1.78 km),Rajni Women's Hospital and Research Centre (0.31 km),Indusland Bank (3.56 km),CTM Cross Road (0.52 km),Maninagar (2.75 km),original,Gaurav Bungalows,mandar bungalows,fuzzy_name,house
23.0400861,72.5290418,4,11455,3230,3.7,shilp shaligram,shilp shaligram,Kendriya Vidyalaya SAC (0.59 km),Sanjivani Super Speciality Hospital (0.09 km),Indian Bank (2.01 km),Gurukul Road (0.88 km),Vastrapur (3.77 km),original,Vastrapur,vastrapur area,fuzzy_name,flat
23.0868734,72.4835036,3,12963,2160,2.8,supercity glare,supercity glare,"Anand Niketan School, Shilaj (4.10 km)",Dr. Parth Amin (ENT Specialist) Mediheal Hospital (2.03 km),ATM HDFC Bank (6.66 km),Bhadaj circle BRTS (1.27 km),Ambli Road (3.84 km),original,Bhadaj,bhadaj area,fuzzy_name,house
23.0535306,72.4934085,4,8720,3440,3.0,manor ananda,manor ananda,Zebar School (0.56 km),Columbia Asia Hospital (2.00 km),Indian Bank (2.99 km),Thaltej Gam (1.44 km),Ambli Road (0.00 km),original,Ambli Road,ambli road,exact_name,flat
23.0012666,72.5877721,4,10370,3857,4.0,safal paarijat residences,safal paarijat residences,School (1.26 km),Safal Children Hospital (0.00 km),Bank of Baroda (0.61 km),Amarkunj /Swaminarayan College (0.08 km),Maninagar (2.44 km),original,Safal Children Hospital,safal paarijat residences,fuzzy_name,flat
23.0839289,72.6785883,3,7654,2025,1.55,ananya residency,ananya residency,"Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (1.40 km)",Soni Nursing Home (2.24 km),Indusind Bank ATM (5.72 km),Hanspura Bus stop (0.18 km),Naroda (2.10 km),original,Galaxy 88 Residency,ananya residency,fuzzy_name,flat
23.0716125,72.6367479,4,12896,2520,3.25,nishant ratnaakar 4,nishant ratnaakar 4,St.Xavier's High School (1.57 km),"Siddhi Hospital, Ahmedabad (0.80 km)",Indusind Bank ATM (1.40 km),Bus to Udaipur (0.95 km),Sardargram (0.58 km),original,Bunglow area -Kubernagar,satellite area,fuzzy_name,house
23.0087873,72.5981672,3,5911,2030,1.2,silver spring,silver spring,Divan Ballubhai Madhyamik Shala (0.34 km),Giriraj Orthopaedic Hospital (0.11 km),Bank of Baroda (0.80 km),Kankaria Lake (0.63 km),Maninagar (1.76 km),original,Ahmedabad Municipal Corporation Multi Level Automatic Car Parking & Two Wheeler Parking,size and 1 allotted parking,fuzzy_name,flat
23.0485393,72.511742,3,8611,1800,1.55,sangani sapphire greens,sangani sapphire greens,Udgam School for Children (0.78 km),Apex Heart Institute (0.38 km),Indian Bank (1.80 km),Thaltej (0.46 km),Ambli Road (1.96 km),original,Thaltej,thaltej,exact_name,flat
22.9796534,72.4560834,4,10417,3600,3.75,goyal green park,goyal green park,Narayana Business School (2.72 km),Sahyog General Hospital and Nursing Home (1.94 km),Union Bank of India (4.49 km),South Bopal BRTS Terminal (4.17 km),Sanathal (2.23 km),original,Gokuldham,gokuldham,exact_name,flat
23.0839289,72.6785883,2,5517,1305,0.72,shivam residency,shivam residency,"Tulsi Residency, Near Sandapani School, Haridarshan Char Rasta, Naroda (1.40 km)",Soni Nursing Home (2.24 km),Indusind Bank ATM (5.72 km),Hanspura Bus stop (0.18 km),Naroda (2.10 km),original,Galaxy 88 Residency,shivam residency,fuzzy_name,flat
22.9728548,72.4587201,4,9645,10368,10.0,gala lotus villa,gala lotus villa,Narayana Business School (2.13 km),Sahyog General Hospital and Nursing Home (2.16 km),Union Bank of India (5.11 km),South Bopal BRTS Terminal (4.86 km),Sanathal (1.51 km),original,Gala Villa Aqua,gala lotus villa,fuzzy_name,house
23.0232163,72.4708784,3,14444,3960,3.25,basant bahar 2,basant bahar 2,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal,fuzzy_name,flat
23.0116938,72.5114895,2,6148,1350,0.83,atlantis evoq,atlantis evoq,Kameshwar College Of Education (0.06 km),Shree Hari Clinic (0.52 km),Yes Bank (0.16 km),Iskcon Cross Road BRTS (1.75 km),Vastrapur (0.74 km),original,Venus Atlantis,atlantis evoq,fuzzy_name,flat
23.0809988,72.4983109,4,13327,3744,8.0,gulmohar greens,gulmohar greens,J.G. International School (3.35 km),Dr. Parth Amin (ENT Specialist) Mediheal Hospital (0.38 km),Indian Bank (5.57 km),Bhadaj circle BRTS (0.40 km),Ambli Road (3.10 km),original,science city road,science road,fuzzy_name,house
23.0516973,72.535169,4,7440,3024,2.25,sahajanand apartment,sahajanand apartment,Bus stop Riverside School (0.96 km),Nandan Maternity Home (0.14 km),Kalupur Commercial Co-operative Bank (1.84 km),Gurukul Road (0.64 km),Chandlodiya (2.76 km),original,Memnagar,memnagar,exact_name,flat
23.0516973,72.535169,2,6339,1403,0.89,shree narayan exotica,shree narayan exotica,Bus stop Riverside School (0.96 km),Nandan Maternity Home (0.14 km),Kalupur Commercial Co-operative Bank (1.84 km),Gurukul Road (0.64 km),Chandlodiya (2.76 km),original,Memnagar,the popular residential address of memnagar,fuzzy_name,flat
23.0445921,72.517344,4,9433,2385,2.25,galaxy apartments,galaxy apartments,Nirma Vidyavihar (0.24 km),Apex Heart Institute (0.37 km),Indian Bank (1.50 km),Thaltej Metro (0.56 km),Ambli Road (2.64 km),original,Bodakdev,bodakdev,exact_name,flat
23.0593631,72.5363104,2,5555,1080,0.6,shivalik apartment,shivalik apartment,Karmachari Shiksan Tirth (0.82 km),Vallabh Surgical Hospital (0.03 km),Central Bank of India (2.16 km),Parasnagar BRTS stand (0.82 km),Chandlodiya (1.93 km),original,Bhuyangdev Cross Roads,bhuyangdev cross road,fuzzy_name,flat
23.1123884,72.5515273,3,5500,1600,0.88,godrej green glades,godrej green glades,Nirma Vidhya Vihar (1.55 km),Nirma Health Centre (1.85 km),Kalupur Cooperative Commercial BANK (1.92 km),Chandlodiya (3.07 km),Chandkheda Road (1.27 km),original,Green Glades,godrej green glades,fuzzy_name,flat
23.1100643,72.5811205,3,5363,2610,1.4,shree sarju idyllic,shree sarju idyllic,IP School (0.67 km),Sentara Multispeciality Hospital (0.36 km),Gol Bank (3.06 km),Shiv Shakti Nagar (0.36 km),Kali Road (1.37 km),original,Chandkheda,chandkheda is available for sale in one of,fuzzy_name,flat
23.1010002,72.5408363,2,4066,1377,0.56,"amber living,nr. godrej /garden city,gota","amber living,nr. godrej /garden city,gota",SHAYONA SCHOOL (2.33 km),vizcare hospital (0.48 km),Kalupur Cooperative Commercial BANK (3.04 km),Chandlodiya (2.09 km),Chandlodiya 'B' (2.25 km),original,Gota,gota,exact_name,flat
23.1109557,72.5539974,2,6891,1150,0.51,godrej garden city,godrej garden city,St Josheph School (1.76 km),Health Center (1.63 km),Kalupur Cooperative Commercial BANK (2.18 km),Chandlodiya (2.92 km),Chandkheda Road (1.00 km),original,Godrej Garden City,godrej garden city,exact_name,flat
23.0181819,72.4681909,4,6052,3800,2.3,gala luxuria,gala luxuria,"DPS - Delhi Public School, Bopal (2.86 km)",Navkaar Hospital (0.22 km),Union Bank of India (0.50 km),South Bopal BRTS Terminal (0.35 km),Gora Ghuma (2.83 km),original,Gala Luxuria,gala luxuria,exact_name,flat
23.0232163,72.4708784,3,6590,1745,1.15,siddhi aarohi elegance,siddhi aarohi elegance,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal,fuzzy_name,flat
23.0738754,72.5111892,3,6875,1600,1.1,garden residency 2,garden residency 2,J.G. International School (1.81 km),Motherhood Womens and Child Care Hospital (0.15 km),Indian Bank (4.62 km),Gulab Tower (1.90 km),Ambli Road (2.90 km),original,JBR Residency Garden,garden residency 2,fuzzy_name,flat
23.0215374,72.5800568,3,4545,1760,0.8,vishwanath sarathya west,vishwanath sarathya west,Balghar (0.93 km),Karnavati Hospital Pvt. Ltd. (0.77 km),"The State Bank of India, Ahmedabad Office (0.34 km)",Lal Darwaja AMTS Bus Stop (0.33 km),Ahmedabad Junction (2.21 km),original,Ahmedabad,ahmedabad is your opportunity to be a part of this community,fuzzy_name,flat
23.0535306,72.4934085,4,9817,4380,4.3,shaligram luxuria,shaligram luxuria,Zebar School (0.56 km),Columbia Asia Hospital (2.00 km),Indian Bank (2.99 km),Thaltej Gam (1.44 km),Ambli Road (0.00 km),original,Ambli Road,ambli,fuzzy_name,flat
23.2145657,72.6856816,4,9000,3440,3.1,manor ananda,manor ananda,600 Auditorium and Nyasa School (2nd Floor) (0.00 km),Aatrey Ayurvedic Clinic (2.44 km),IndusInd Bank (3.74 km),Akshardham (2.42 km),Gandhinagar Capital (6.09 km),original,600 Auditorium and Nyasa School (2nd Floor),total and the flat for sale is located on the 6th floor,fuzzy_name,flat
23.0107147,72.4429208,3,6377,1960,1.25,orchid heights,orchid heights,Sanskardham School Hostel (2.55 km),Krishna Shalby Hospital (1.48 km),ATM HDFC Bank (2.80 km),Ghuma BRTS terminal (2.32 km),Gora Ghuma (3.24 km),original,Shela Lake,shela,fuzzy_name,flat
23.0227526,72.5383118,4,9745,4320,4.21,greencraft residences,greencraft residences,Sahajanand College (0.60 km),Jyoti Maternity Hospital (0.07 km),SBI (1.36 km),Bimanagar / Jhansi Ki Rani (0.21 km),Vastrapur (2.70 km),original,Satellite Road,satellite,fuzzy_name,flat
23.0000258,72.5051405,3,11695,1881,2.2,goyal royal orchid,goyal royal orchid,Driving License Test Practice Area (0.65 km),Shreyas Speciality Hospital (1.29 km),Yes Bank (1.55 km),Kadambari Society (2.74 km),Vastrapur (1.53 km),original,Prahlad Nagar,prahlad nagar,exact_name,flat
23.0169268,72.5204317,4,8064,2790,2.25,himalaya oasis,himalaya oasis,Lotus School (0.26 km),Tulip Women's Hospital (0.39 km),saswat bank (0.89 km),Shree Sahjanand Travels (1.09 km),Vastrapur (1.05 km),original,Jodhpur,jodhpur,exact_name,flat
23.0310611,72.4763874,3,6625,2415,1.6,jp iscon platinum,jp iscon platinum,"Anand Niketan School, Shilaj (2.20 km)",Vanza Hospital (0.25 km),ICICI Bank (1.49 km),Bopal Appoach BRTS (0.60 km),Gora Ghuma (2.66 km),original,Iscon Platinum,jp iscon platinum,fuzzy_name,flat
23.04711,72.527537,3,9138,1915,1.75,goyal orchid exotica,goyal orchid exotica,Bus stop Riverside School (0.68 km),Dr. Manish Goyal (0.00 km),Indian Bank (2.34 km),Doordarshan Kendra (0.33 km),Chandlodiya (3.55 km),original,Dr. Manish Goyal,goyal orchid exotica,fuzzy_name,flat
23.0631171,72.5255748,4,7407,2700,2.0,akash tower,akash tower,J.G. International School (0.22 km),Tirtham Surgical and Laparoscopic Centre (0.51 km),Central Bank of India (3.30 km),Gulab Tower (0.00 km),Chandlodiya (2.32 km),original,Gulab Tower,akash tower,fuzzy_name,flat
23.1358111,72.5818846,3,8693,862,0.75,satva sakar prime,satva sakar prime,H3 World School (2.17 km),Devarshi Super Speciality Hospital (1.52 km),Kalupur Cooperative Commercial BANK (3.97 km),Chandkheda Bus Depo (2.31 km),Chandkheda Road (3.38 km),original,Zundal,zundal is your opportunity to be a part of this community,fuzzy_name,flat
23.1358111,72.5818846,3,8784,774,0.68,swastik heights,swastik heights,H3 World School (2.17 km),Devarshi Super Speciality Hospital (1.52 km),Kalupur Cooperative Commercial BANK (3.97 km),Chandkheda Bus Depo (2.31 km),Chandkheda Road (3.38 km),original,Zundal,zundal,exact_name,flat
23.0366663,72.5492165,3,5310,1450,0.77,mahadev elegance,mahadev elegance,School of Languages (0.11 km),Arpan Newborncare Centre (0.53 km),Kalupur Commercial Co-operative Bank (1.00 km),LD Engineering College (0.20 km),Chandlodiya (4.31 km),original,Vikram A. Sarabhai Community Science Centre,bopal is your opportunity to be a part of this community,fuzzy_name,flat
23.0574157,72.3828011,2,4881,5634,2.75,the otherside,the otherside,Sanskardham Primary School (5.45 km),College of Dental Sciences and Research Hospital (5.97 km),ATM HDFC Bank (8.21 km),Ghuma BRTS terminal (7.32 km),Sanand (3.74 km),original,The Otherside,the otherside,exact_name,house
23.2424869,72.4956214,4,9000,6100,5.49,the bellagio,the bellagio,Carevan school (0.48 km),Chiro Life (0.00 km),Dena Bank (0.57 km),Kalol -Ambica bus stop (0.56 km),Kalol Junction (0.80 km),original,Chiro Life,life,fuzzy_name,flat
23.0232163,72.4708784,3,5962,1761,1.05,nr. b ethos,nr. b ethos,"DPS - Delhi Public School, Bopal (2.49 km)",Navkaar Hospital (0.75 km),Union Bank of India (0.73 km),Bopal Appoach BRTS (0.77 km),Gora Ghuma (2.61 km),original,South Bopal,bopal,fuzzy_name,flat
23.0012666,72.5877721,3,4253,1340,0.57,safal orchid valley,safal orchid valley,School (1.26 km),Safal Children Hospital (0.00 km),Bank of Baroda (0.61 km),Amarkunj /Swaminarayan College (0.08 km),Maninagar (2.44 km),original,Safal Children Hospital,safal orchid valley,fuzzy_name,flat
23.0837381,72.4449298,2,2971,12150,3.61,kalrav nest,kalrav nest,"DPS - Delhi Public School, Bopal (4.82 km)",Ahmedabad Dental College & Hospital (1.66 km),ATM HDFC Bank (5.94 km),Bhadaj circle BRTS (5.14 km),Gora Ghuma (5.06 km),original,kalrav villa,kalrav nest,fuzzy_name,house
23.0501988,72.5374953,2,2250,10800,2.43,a shridhar kalrav seasons,a shridhar kalrav seasons,St. Xavier's School Road (1.12 km),"Kalrav Children Hospital, Ahmedabad (0.00 km)",Kalupur Commercial Co-operative Bank (1.56 km),Gurukul Road (0.55 km),Chandlodiya (2.86 km),original,"Kalrav Children Hospital, Ahmedabad",a shridhar kalrav seasons,fuzzy_name,house
23.0244466,72.5589826,4,11565,2810,3.25,swati crimson,swati crimson,GLS Institute of Commerce & NR School of business management (0.15 km),Cure Sight Laser Centre (0.49 km),Kotak Mahindra Bank (0.97 km),Paldi (0.74 km),Ahmedabad Junction (4.31 km),original,Swati Snacks,swati crimson,fuzzy_name,flat
23.0227526,72.5383118,3,11514,1737,2.0,ratnaakar atelier,ratnaakar atelier,Sahajanand College (0.60 km),Jyoti Maternity Hospital (0.07 km),SBI (1.36 km),Bimanagar / Jhansi Ki Rani (0.21 km),Vastrapur (2.70 km),original,Satellite Road,satellite,fuzzy_name,flat
